data,method1,method2,noise,sigma,criteria,value,methods
Ceramic,HC (average),K-Means (minibatch),Normal,0.0,MI,0.6952220150083945,HC (average):K-Means (minibatch)
Ceramic,HC (average),K-Means (minibatch),Normal,0.0,Fowlkes Mallows,0.8616589982574056,HC (average):K-Means (minibatch)
Ceramic,HC (average),K-Means (minibatch),Normal,0.0,V Measure,0.6977937899328112,HC (average):K-Means (minibatch)
Ceramic,HC (average),K-Means (minibatch),Normal,0.5,ARI,0.7427702774784676,HC (average):K-Means (minibatch)
Ceramic,HC (average),K-Means (minibatch),Normal,0.5,MI,0.715145228128481,HC (average):K-Means (minibatch)
Ceramic,HC (average),K-Means (minibatch),Normal,0.5,Fowlkes Mallows,0.8730012009001673,HC (average):K-Means (minibatch)
Ceramic,HC (average),K-Means (minibatch),Normal,0.5,V Measure,0.717561300497898,HC (average):K-Means (minibatch)
Ceramic,HC (average),K-Means (minibatch),Normal,1.0,ARI,0.44966499392200726,HC (average):K-Means (minibatch)
Ceramic,HC (average),K-Means (minibatch),Normal,1.0,MI,0.39963544998464384,HC (average):K-Means (minibatch)
Ceramic,HC (average),K-Means (minibatch),Normal,1.0,Fowlkes Mallows,0.738773802871124,HC (average):K-Means (minibatch)
Ceramic,HC (average),K-Means (minibatch),Normal,1.0,V Measure,0.4053587761137875,HC (average):K-Means (minibatch)
Ceramic,HC (average),K-Means (minibatch),Normal,1.5,ARI,0.13107036109045736,HC (average):K-Means (minibatch)
Ceramic,HC (average),K-Means (minibatch),Normal,1.5,MI,0.1145571640913486,HC (average):K-Means (minibatch)
Ceramic,HC (average),K-Means (minibatch),Normal,1.5,Fowlkes Mallows,0.6442055883894922,HC (average):K-Means (minibatch)
Ceramic,HC (average),K-Means (minibatch),Normal,1.5,V Measure,0.12611227470530065,HC (average):K-Means (minibatch)
Ceramic,HC (average),K-Means (minibatch),Normal,2.0,ARI,0.029034786498384604,HC (average):K-Means (minibatch)
Ceramic,HC (average),K-Means (minibatch),Normal,2.0,MI,0.02172694378648216,HC (average):K-Means (minibatch)
Ceramic,HC (average),K-Means (minibatch),Normal,2.0,Fowlkes Mallows,0.6358649190764936,HC (average):K-Means (minibatch)
Ceramic,HC (average),K-Means (minibatch),Normal,2.0,V Measure,0.035676524461320934,HC (average):K-Means (minibatch)
Ceramic,HC (average),K-Means++,Laplace,0.0,ARI,0.8244450850389168,HC (average):K-Means++
Ceramic,HC (average),K-Means++,Laplace,0.0,MI,0.774714957199089,HC (average):K-Means++
Ceramic,HC (average),K-Means++,Laplace,0.0,Fowlkes Mallows,0.9115870279540691,HC (average):K-Means++
Ceramic,HC (average),K-Means++,Laplace,0.0,V Measure,0.7765997862617123,HC (average):K-Means++
Ceramic,HC (average),K-Means++,Laplace,0.5,ARI,0.705042024897446,HC (average):K-Means++
Ceramic,HC (average),K-Means++,Laplace,0.5,MI,0.6559680225066326,HC (average):K-Means++
Ceramic,HC (average),K-Means++,Laplace,0.5,Fowlkes Mallows,0.857834690474805,HC (average):K-Means++
Ceramic,HC (average),K-Means++,Laplace,0.5,V Measure,0.6591337256922438,HC (average):K-Means++
Ceramic,HC (average),K-Means++,Laplace,1.0,ARI,0.31296460713144225,HC (average):K-Means++
Ceramic,HC (average),K-Means++,Laplace,1.0,MI,0.26852705886742845,HC (average):K-Means++
Ceramic,HC (average),K-Means++,Laplace,1.0,Fowlkes Mallows,0.6780716546464761,HC (average):K-Means++
Ceramic,HC (average),K-Means++,Laplace,1.0,V Measure,0.27571527175983646,HC (average):K-Means++
Ceramic,HC (average),K-Means++,Laplace,1.5,ARI,0.06910622158492435,HC (average):K-Means++
Ceramic,HC (average),K-Means++,Laplace,1.5,MI,0.06191990617694362,HC (average):K-Means++
Ceramic,HC (average),K-Means++,Laplace,1.5,Fowlkes Mallows,0.6167773674906221,HC (average):K-Means++
Ceramic,HC (average),K-Means++,Laplace,1.5,V Measure,0.07391470650870104,HC (average):K-Means++
Ceramic,HC (average),K-Means++,Laplace,2.0,ARI,0.012445526107724203,HC (average):K-Means++
Ceramic,HC (average),K-Means++,Laplace,2.0,MI,0.012100619826472895,HC (average):K-Means++
Ceramic,HC (average),K-Means++,Laplace,2.0,Fowlkes Mallows,0.6219571480285235,HC (average):K-Means++
Ceramic,HC (average),K-Means++,Laplace,2.0,V Measure,0.025927797029259163,HC (average):K-Means++
Ceramic,HC (average),K-Means++,Normal,0.0,ARI,0.8244450850389168,HC (average):K-Means++
Ceramic,HC (average),K-Means++,Normal,0.0,MI,0.774714957199089,HC (average):K-Means++
Ceramic,HC (average),K-Means++,Normal,0.0,Fowlkes Mallows,0.9115870279540691,HC (average):K-Means++
Ceramic,HC (average),K-Means++,Normal,0.0,V Measure,0.7765997862617123,HC (average):K-Means++
Ceramic,HC (average),K-Means++,Normal,0.5,ARI,0.7879250121231409,HC (average):K-Means++
Ceramic,HC (average),K-Means++,Normal,0.5,MI,0.7539768134834616,HC (average):K-Means++
Ceramic,HC (average),K-Means++,Normal,0.5,Fowlkes Mallows,0.8947952753359484,HC (average):K-Means++
Ceramic,HC (average),K-Means++,Normal,0.5,V Measure,0.7560556107703168,HC (average):K-Means++
Ceramic,HC (average),K-Means++,Normal,1.0,ARI,0.46785864405400235,HC (average):K-Means++
Ceramic,HC (average),K-Means++,Normal,1.0,MI,0.4102666622755563,HC (average):K-Means++
Ceramic,HC (average),K-Means++,Normal,1.0,Fowlkes Mallows,0.7476266375761577,HC (average):K-Means++
Ceramic,HC (average),K-Means++,Normal,1.0,V Measure,0.41589322831068537,HC (average):K-Means++
Ceramic,HC (average),K-Means++,Normal,1.5,ARI,0.1508458677864172,HC (average):K-Means++
Ceramic,HC (average),K-Means++,Normal,1.5,MI,0.12502952185183397,HC (average):K-Means++
Ceramic,HC (average),K-Means++,Normal,1.5,Fowlkes Mallows,0.6516447129400444,HC (average):K-Means++
Ceramic,HC (average),K-Means++,Normal,1.5,V Measure,0.13648063482433118,HC (average):K-Means++
Ceramic,HC (average),K-Means++,Normal,2.0,ARI,0.028583980052113097,HC (average):K-Means++
Ceramic,HC (average),K-Means++,Normal,2.0,MI,0.02711410603013507,HC (average):K-Means++
Ceramic,HC (average),K-Means++,Normal,2.0,Fowlkes Mallows,0.6265669965382279,HC (average):K-Means++
Ceramic,HC (average),K-Means++,Normal,2.0,V Measure,0.040881423596352544,HC (average):K-Means++
Ceramic,Birch,HC (average),Laplace,0.0,ARI,0.42799243447716856,Birch:HC (average)
Ceramic,Birch,HC (average),Laplace,0.0,MI,0.4734875658802176,Birch:HC (average)
Ceramic,Birch,HC (average),Laplace,0.0,Fowlkes Mallows,0.7209930680204277,Birch:HC (average)
Ceramic,Birch,HC (average),Laplace,0.0,V Measure,0.4780030063122064,Birch:HC (average)
Ceramic,Birch,HC (average),Laplace,0.5,ARI,0.5524789686507003,Birch:HC (average)
Ceramic,Birch,HC (average),Laplace,0.5,MI,0.5396888529669356,Birch:HC (average)
Ceramic,Birch,HC (average),Laplace,0.5,Fowlkes Mallows,0.7879124849607629,Birch:HC (average)
Ceramic,Birch,HC (average),Laplace,0.5,V Measure,0.5439109749484429,Birch:HC (average)
Ceramic,Birch,HC (average),Laplace,1.0,ARI,0.23015454953113593,Birch:HC (average)
Ceramic,Birch,HC (average),Laplace,1.0,MI,0.21260702325727657,Birch:HC (average)
Ceramic,Birch,HC (average),Laplace,1.0,Fowlkes Mallows,0.6508786214438415,Birch:HC (average)
Ceramic,Birch,HC (average),Laplace,1.0,V Measure,0.2204475925917775,Birch:HC (average)
Ceramic,Birch,HC (average),Laplace,1.5,ARI,0.0341498544989363,Birch:HC (average)
Ceramic,Birch,HC (average),Laplace,1.5,MI,0.03570098319250112,Birch:HC (average)
Ceramic,Birch,HC (average),Laplace,1.5,Fowlkes Mallows,0.6262230203468784,Birch:HC (average)
Ceramic,Birch,HC (average),Laplace,1.5,V Measure,0.04832016991089623,Birch:HC (average)
Ceramic,Birch,HC (average),Laplace,2.0,ARI,0.0012693801262521076,Birch:HC (average)
Ceramic,Birch,HC (average),Laplace,2.0,MI,0.008433727479009829,Birch:HC (average)
Ceramic,Birch,HC (average),Laplace,2.0,Fowlkes Mallows,0.6578998582083249,Birch:HC (average)
Ceramic,Birch,HC (average),Laplace,2.0,V Measure,0.022914532849292978,Birch:HC (average)
Ceramic,Birch,HC (average),Normal,0.0,ARI,0.42799243447716856,Birch:HC (average)
Ceramic,Birch,HC (average),Normal,0.0,MI,0.4734875658802176,Birch:HC (average)
Ceramic,Birch,HC (average),Normal,0.0,Fowlkes Mallows,0.7209930680204277,Birch:HC (average)
Ceramic,Birch,HC (average),Normal,0.0,V Measure,0.4780030063122064,Birch:HC (average)
Ceramic,Birch,HC (average),Normal,0.5,ARI,0.5529166386227754,Birch:HC (average)
Ceramic,Birch,HC (average),Normal,0.5,MI,0.5632459197797489,Birch:HC (average)
Ceramic,Birch,HC (average),Normal,0.5,Fowlkes Mallows,0.7833048477701083,Birch:HC (average)
Ceramic,Birch,HC (average),Normal,0.5,V Measure,0.5670083487331259,Birch:HC (average)
Ceramic,Birch,HC (average),Normal,1.0,ARI,0.39455755556394684,Birch:HC (average)
Ceramic,Birch,HC (average),Normal,1.0,MI,0.3519039672234055,Birch:HC (average)
Ceramic,Birch,HC (average),Normal,1.0,Fowlkes Mallows,0.7178077529613247,Birch:HC (average)
Ceramic,Birch,HC (average),Normal,1.0,V Measure,0.3581171440977458,Birch:HC (average)
Ceramic,Birch,HC (average),Normal,1.5,ARI,0.10397987308582614,Birch:HC (average)
Ceramic,Birch,HC (average),Normal,1.5,MI,0.09420766072931769,Birch:HC (average)
Ceramic,Birch,HC (average),Normal,1.5,Fowlkes Mallows,0.6482170859375331,Birch:HC (average)
Ceramic,Birch,HC (average),Normal,1.5,V Measure,0.10609571958000556,Birch:HC (average)
Ceramic,Birch,HC (average),Normal,2.0,ARI,0.015145839732253131,Birch:HC (average)
Ceramic,Birch,HC (average),Normal,2.0,MI,0.018443029600685477,Birch:HC (average)
Ceramic,Birch,HC (average),Normal,2.0,Fowlkes Mallows,0.6434169250060762,Birch:HC (average)
Ceramic,Birch,HC (average),Normal,2.0,V Measure,0.03262130418167069,Birch:HC (average)
Ceramic,Gaussian MM,HC (complete),Laplace,0.0,ARI,0.6104083441847606,Gaussian MM:HC (complete)
Ceramic,Gaussian MM,HC (complete),Laplace,0.0,MI,0.6051812800222417,Gaussian MM:HC (complete)
Ceramic,Gaussian MM,HC (complete),Laplace,0.0,Fowlkes Mallows,0.8113365954934683,Gaussian MM:HC (complete)
Ceramic,Gaussian MM,HC (complete),Laplace,0.0,V Measure,0.6085862688011755,Gaussian MM:HC (complete)
Ceramic,Gaussian MM,HC (complete),Laplace,0.5,ARI,0.5892404540856926,Gaussian MM:HC (complete)
Ceramic,Gaussian MM,HC (complete),Laplace,0.5,MI,0.5518066065859307,Gaussian MM:HC (complete)
Ceramic,Gaussian MM,HC (complete),Laplace,0.5,Fowlkes Mallows,0.8010934742207982,Gaussian MM:HC (complete)
Ceramic,Gaussian MM,HC (complete),Laplace,0.5,V Measure,0.5556655390437223,Gaussian MM:HC (complete)
Ceramic,Gaussian MM,HC (complete),Laplace,1.0,ARI,0.19486429801120303,Gaussian MM:HC (complete)
Ceramic,Gaussian MM,HC (complete),Laplace,1.0,MI,0.17463185838282713,Gaussian MM:HC (complete)
Ceramic,Gaussian MM,HC (complete),Laplace,1.0,Fowlkes Mallows,0.6184575449441008,Gaussian MM:HC (complete)
Ceramic,Gaussian MM,HC (complete),Laplace,1.0,V Measure,0.18189318289034925,Gaussian MM:HC (complete)
Ceramic,Gaussian MM,HC (complete),Laplace,1.5,ARI,0.0423227932389155,Gaussian MM:HC (complete)
Ceramic,Gaussian MM,HC (complete),Laplace,1.5,MI,0.029796571126897587,Gaussian MM:HC (complete)
Ceramic,Gaussian MM,HC (complete),Laplace,1.5,Fowlkes Mallows,0.5627692508449569,Gaussian MM:HC (complete)
Ceramic,Gaussian MM,HC (complete),Laplace,1.5,V Measure,0.03886549353998072,Gaussian MM:HC (complete)
Ceramic,Gaussian MM,HC (complete),Laplace,2.0,ARI,0.0035145674180687954,Gaussian MM:HC (complete)
Ceramic,Gaussian MM,HC (complete),Laplace,2.0,MI,0.008670230703213204,Gaussian MM:HC (complete)
Ceramic,Gaussian MM,HC (complete),Laplace,2.0,Fowlkes Mallows,0.5544025363974006,Gaussian MM:HC (complete)
Ceramic,Gaussian MM,HC (complete),Laplace,2.0,V Measure,0.01823315322781219,Gaussian MM:HC (complete)
Ceramic,Gaussian MM,HC (complete),Normal,0.0,ARI,0.6320775856810795,Gaussian MM:HC (complete)
Ceramic,Gaussian MM,HC (complete),Normal,0.0,MI,0.6234718542838518,Gaussian MM:HC (complete)
Ceramic,Gaussian MM,HC (complete),Normal,0.0,Fowlkes Mallows,0.8213670412354377,Gaussian MM:HC (complete)
Ceramic,Gaussian MM,HC (complete),Normal,0.0,V Measure,0.6267136757087066,Gaussian MM:HC (complete)
Ceramic,Gaussian MM,HC (complete),Normal,0.5,ARI,0.7416662437085653,Gaussian MM:HC (complete)
Ceramic,Gaussian MM,HC (complete),Normal,0.5,MI,0.7075757282055524,Gaussian MM:HC (complete)
Ceramic,Gaussian MM,HC (complete),Normal,0.5,Fowlkes Mallows,0.8732045778037592,Gaussian MM:HC (complete)
Ceramic,Gaussian MM,HC (complete),Normal,0.5,V Measure,0.7100697259422799,Gaussian MM:HC (complete)
Ceramic,Gaussian MM,HC (complete),Normal,1.0,ARI,0.33124628661608574,Gaussian MM:HC (complete)
Ceramic,Gaussian MM,HC (complete),Normal,1.0,MI,0.2959679944777737,Gaussian MM:HC (complete)
Ceramic,Gaussian MM,HC (complete),Normal,1.0,Fowlkes Mallows,0.6813042131960938,Gaussian MM:HC (complete)
Ceramic,Gaussian MM,HC (complete),Normal,1.0,V Measure,0.3021410851695232,Gaussian MM:HC (complete)
Ceramic,Gaussian MM,HC (complete),Normal,1.5,ARI,0.10847766428564709,Gaussian MM:HC (complete)
Ceramic,Gaussian MM,HC (complete),Normal,1.5,MI,0.09552438562884014,Gaussian MM:HC (complete)
Ceramic,Gaussian MM,HC (complete),Normal,1.5,Fowlkes Mallows,0.5764091219533616,Gaussian MM:HC (complete)
Ceramic,Gaussian MM,HC (complete),Normal,1.5,V Measure,0.10349454610722086,Gaussian MM:HC (complete)
Ceramic,Gaussian MM,HC (complete),Normal,2.0,ARI,0.02361202086011654,Gaussian MM:HC (complete)
Ceramic,Gaussian MM,HC (complete),Normal,2.0,MI,0.021093399329024785,Gaussian MM:HC (complete)
Ceramic,Gaussian MM,HC (complete),Normal,2.0,Fowlkes Mallows,0.5390753647179892,Gaussian MM:HC (complete)
Ceramic,Gaussian MM,HC (complete),Normal,2.0,V Measure,0.0298350192199036,Gaussian MM:HC (complete)
Ceramic,HC (average),HC (complete),Laplace,0.0,ARI,0.39823936281702005,HC (average):HC (complete)
Ceramic,HC (average),HC (complete),Laplace,0.0,MI,0.453894400214322,HC (average):HC (complete)
Ceramic,HC (average),HC (complete),Laplace,0.0,Fowlkes Mallows,0.7082838613598079,HC (average):HC (complete)
Ceramic,HC (average),HC (complete),Laplace,0.0,V Measure,0.4586006521731674,HC (average):HC (complete)
Ceramic,HC (average),HC (complete),Laplace,0.5,ARI,0.5768593231864552,HC (average):HC (complete)
Ceramic,HC (average),HC (complete),Laplace,0.5,MI,0.5425530029608521,HC (average):HC (complete)
Ceramic,HC (average),HC (complete),Laplace,0.5,Fowlkes Mallows,0.7989952402246081,HC (average):HC (complete)
Ceramic,HC (average),HC (complete),Laplace,0.5,V Measure,0.5467315741228331,HC (average):HC (complete)
Ceramic,HC (average),HC (complete),Laplace,1.0,ARI,0.15930376425961257,HC (average):HC (complete)
Ceramic,HC (average),HC (complete),Laplace,1.0,MI,0.14705488559910015,HC (average):HC (complete)
Ceramic,HC (average),HC (complete),Laplace,1.0,Fowlkes Mallows,0.6194505674411814,HC (average):HC (complete)
Ceramic,HC (average),HC (complete),Laplace,1.0,V Measure,0.15553626178697952,HC (average):HC (complete)
Ceramic,HC (average),HC (complete),Laplace,1.5,ARI,0.029180010382143642,HC (average):HC (complete)
Ceramic,HC (average),HC (complete),Laplace,1.5,MI,0.029150007401260714,HC (average):HC (complete)
Ceramic,HC (average),HC (complete),Laplace,1.5,Fowlkes Mallows,0.6194169700037278,HC (average):HC (complete)
Ceramic,HC (average),HC (complete),Laplace,1.5,V Measure,0.04168520839865002,HC (average):HC (complete)
Ceramic,HC (average),HC (complete),Laplace,2.0,ARI,0.008532684101895102,HC (average):HC (complete)
Ceramic,HC (average),HC (complete),Laplace,2.0,MI,0.007290557962665124,HC (average):HC (complete)
Ceramic,HC (average),HC (complete),Laplace,2.0,Fowlkes Mallows,0.6394511907147694,HC (average):HC (complete)
Ceramic,HC (average),HC (complete),Laplace,2.0,V Measure,0.021443798310205077,HC (average):HC (complete)
Ceramic,HC (average),HC (complete),Normal,0.0,ARI,0.39823936281702005,HC (average):HC (complete)
Ceramic,HC (average),HC (complete),Normal,0.0,MI,0.453894400214322,HC (average):HC (complete)
Ceramic,HC (average),HC (complete),Normal,0.0,Fowlkes Mallows,0.7082838613598079,HC (average):HC (complete)
Ceramic,HC (average),HC (complete),Normal,0.0,V Measure,0.4586006521731674,HC (average):HC (complete)
Ceramic,HC (average),HC (complete),Normal,0.5,ARI,0.7018151818388746,HC (average):HC (complete)
Ceramic,HC (average),HC (complete),Normal,0.5,MI,0.6690696014375616,HC (average):HC (complete)
Ceramic,HC (average),HC (complete),Normal,0.5,Fowlkes Mallows,0.8543950495722383,HC (average):HC (complete)
Ceramic,HC (average),HC (complete),Normal,0.5,V Measure,0.6719011427239456,HC (average):HC (complete)
Ceramic,HC (average),HC (complete),Normal,1.0,ARI,0.26319401698347866,HC (average):HC (complete)
Ceramic,HC (average),HC (complete),Normal,1.0,MI,0.2343568856075259,HC (average):HC (complete)
Ceramic,HC (average),HC (complete),Normal,1.0,Fowlkes Mallows,0.6604357110290713,HC (average):HC (complete)
Ceramic,HC (average),HC (complete),Normal,1.0,V Measure,0.24170443904548905,HC (average):HC (complete)
Ceramic,HC (average),HC (complete),Normal,1.5,ARI,0.05526116984029269,HC (average):HC (complete)
Ceramic,HC (average),HC (complete),Normal,1.5,MI,0.04439098331490343,HC (average):HC (complete)
Ceramic,HC (average),HC (complete),Normal,1.5,Fowlkes Mallows,0.621560124742675,HC (average):HC (complete)
Ceramic,HC (average),HC (complete),Normal,1.5,V Measure,0.05668609017961583,HC (average):HC (complete)
Ceramic,HC (average),HC (complete),Normal,2.0,ARI,0.005240630489944762,HC (average):HC (complete)
Ceramic,HC (average),HC (complete),Normal,2.0,MI,0.005754279368400988,HC (average):HC (complete)
Ceramic,HC (average),HC (complete),Normal,2.0,Fowlkes Mallows,0.6359789858456649,HC (average):HC (complete)
Ceramic,HC (average),HC (complete),Normal,2.0,V Measure,0.02012031175622472,HC (average):HC (complete)
Ceramic,HC (complete),HC (complete),Laplace,0.0,ARI,1.0,HC (complete):HC (complete)
Ceramic,HC (complete),HC (complete),Laplace,0.0,MI,1.0,HC (complete):HC (complete)
Ceramic,HC (complete),HC (complete),Laplace,0.0,Fowlkes Mallows,1.0,HC (complete):HC (complete)
Ceramic,HC (complete),HC (complete),Laplace,0.0,V Measure,1.0,HC (complete):HC (complete)
Ceramic,HC (complete),HC (complete),Laplace,0.5,ARI,1.0,HC (complete):HC (complete)
Ceramic,HC (complete),HC (complete),Laplace,0.5,MI,1.0,HC (complete):HC (complete)
Ceramic,HC (complete),HC (complete),Laplace,0.5,Fowlkes Mallows,1.0,HC (complete):HC (complete)
Ceramic,HC (complete),HC (complete),Laplace,0.5,V Measure,1.0,HC (complete):HC (complete)
Ceramic,HC (complete),HC (complete),Laplace,1.0,ARI,1.0,HC (complete):HC (complete)
Ceramic,HC (complete),HC (complete),Laplace,1.0,MI,1.0,HC (complete):HC (complete)
Ceramic,HC (complete),HC (complete),Laplace,1.0,Fowlkes Mallows,1.0,HC (complete):HC (complete)
Ceramic,HC (complete),HC (complete),Laplace,1.0,V Measure,1.0,HC (complete):HC (complete)
Ceramic,HC (complete),HC (complete),Laplace,1.5,ARI,1.0,HC (complete):HC (complete)
Ceramic,HC (complete),HC (complete),Laplace,1.5,MI,1.0,HC (complete):HC (complete)
Ceramic,HC (complete),HC (complete),Laplace,1.5,Fowlkes Mallows,1.0,HC (complete):HC (complete)
Ceramic,HC (complete),HC (complete),Laplace,1.5,V Measure,1.0,HC (complete):HC (complete)
Ceramic,HC (complete),HC (complete),Laplace,2.0,ARI,1.0,HC (complete):HC (complete)
Ceramic,HC (complete),HC (complete),Laplace,2.0,MI,1.0,HC (complete):HC (complete)
Ceramic,HC (complete),HC (complete),Laplace,2.0,Fowlkes Mallows,1.0,HC (complete):HC (complete)
Ceramic,HC (complete),HC (complete),Laplace,2.0,V Measure,1.0,HC (complete):HC (complete)
Ceramic,HC (complete),HC (complete),Normal,0.0,ARI,1.0,HC (complete):HC (complete)
Ceramic,HC (complete),HC (complete),Normal,0.0,MI,1.0,HC (complete):HC (complete)
Ceramic,HC (complete),HC (complete),Normal,0.0,Fowlkes Mallows,1.0,HC (complete):HC (complete)
Ceramic,HC (complete),HC (complete),Normal,0.0,V Measure,1.0,HC (complete):HC (complete)
Ceramic,HC (complete),HC (complete),Normal,0.5,ARI,1.0,HC (complete):HC (complete)
Ceramic,HC (complete),HC (complete),Normal,0.5,MI,1.0,HC (complete):HC (complete)
Ceramic,HC (complete),HC (complete),Normal,0.5,Fowlkes Mallows,1.0,HC (complete):HC (complete)
Ceramic,HC (complete),HC (complete),Normal,0.5,V Measure,1.0,HC (complete):HC (complete)
Ceramic,HC (complete),HC (complete),Normal,1.0,ARI,1.0,HC (complete):HC (complete)
Ceramic,HC (complete),HC (complete),Normal,1.0,MI,1.0,HC (complete):HC (complete)
Ceramic,HC (complete),HC (complete),Normal,1.0,Fowlkes Mallows,1.0,HC (complete):HC (complete)
Ceramic,HC (complete),HC (complete),Normal,1.0,V Measure,1.0,HC (complete):HC (complete)
Ceramic,HC (complete),HC (complete),Normal,1.5,ARI,1.0,HC (complete):HC (complete)
Ceramic,HC (complete),HC (complete),Normal,1.5,MI,1.0,HC (complete):HC (complete)
Ceramic,HC (complete),HC (complete),Normal,1.5,Fowlkes Mallows,1.0,HC (complete):HC (complete)
Ceramic,HC (complete),HC (complete),Normal,1.5,V Measure,1.0,HC (complete):HC (complete)
Ceramic,HC (complete),HC (complete),Normal,2.0,ARI,1.0,HC (complete):HC (complete)
Ceramic,HC (complete),HC (complete),Normal,2.0,MI,1.0,HC (complete):HC (complete)
Ceramic,HC (complete),HC (complete),Normal,2.0,Fowlkes Mallows,1.0,HC (complete):HC (complete)
Ceramic,HC (complete),HC (complete),Normal,2.0,V Measure,1.0,HC (complete):HC (complete)
Ceramic,HC (complete),HC (single),Laplace,0.0,ARI,-0.009710210893642856,HC (complete):HC (single)
Ceramic,HC (complete),HC (single),Laplace,0.0,MI,-0.006662369594547322,HC (complete):HC (single)
Ceramic,HC (complete),HC (single),Laplace,0.0,Fowlkes Mallows,0.717797158205207,HC (complete):HC (single)
Ceramic,HC (complete),HC (single),Laplace,0.0,V Measure,0.014417571188525997,HC (complete):HC (single)
