data,method1,method2,criteria,K,value
Spam base,Epsilon-LRP (MLP),Epsilon-LRP (MLP),Jaccard,7,1.0
Spam base,Epsilon-LRP (MLP),Epsilon-LRP (MLP),Jaccard,8,1.0
Spam base,Epsilon-LRP (MLP),Epsilon-LRP (MLP),Jaccard,9,1.0
Spam base,Epsilon-LRP (MLP),Epsilon-LRP (MLP),Jaccard,10,1.0
Spam base,Epsilon-LRP (MLP),Epsilon-LRP (MLP),Jaccard,11,1.0
Spam base,Epsilon-LRP (MLP),Epsilon-LRP (MLP),Jaccard,12,1.0
Spam base,Epsilon-LRP (MLP),Epsilon-LRP (MLP),Jaccard,13,1.0
Spam base,Epsilon-LRP (MLP),Epsilon-LRP (MLP),Jaccard,14,1.0
Spam base,Epsilon-LRP (MLP),Epsilon-LRP (MLP),Jaccard,15,1.0
Spam base,Epsilon-LRP (MLP),Epsilon-LRP (MLP),Jaccard,16,1.0
Spam base,Epsilon-LRP (MLP),Epsilon-LRP (MLP),Jaccard,17,1.0
Spam base,Epsilon-LRP (MLP),Epsilon-LRP (MLP),Jaccard,18,1.0
Spam base,Epsilon-LRP (MLP),Epsilon-LRP (MLP),Jaccard,19,1.0
Spam base,Epsilon-LRP (MLP),Epsilon-LRP (MLP),Jaccard,20,1.0
Spam base,Epsilon-LRP (MLP),Epsilon-LRP (MLP),Jaccard,21,1.0
Spam base,Epsilon-LRP (MLP),Epsilon-LRP (MLP),Jaccard,22,1.0
Spam base,Epsilon-LRP (MLP),Epsilon-LRP (MLP),Jaccard,23,1.0
Spam base,Epsilon-LRP (MLP),Epsilon-LRP (MLP),Jaccard,24,1.0
Spam base,Epsilon-LRP (MLP),Epsilon-LRP (MLP),Jaccard,25,1.0
Spam base,Epsilon-LRP (MLP),Epsilon-LRP (MLP),Jaccard,26,1.0
Spam base,Epsilon-LRP (MLP),Epsilon-LRP (MLP),Jaccard,27,1.0
Spam base,Epsilon-LRP (MLP),Epsilon-LRP (MLP),Jaccard,28,1.0
Spam base,Epsilon-LRP (MLP),Epsilon-LRP (MLP),Jaccard,29,1.0
Spam base,Epsilon-LRP (MLP),Epsilon-LRP (MLP),Jaccard,30,1.0
Spam base,Epsilon-LRP (MLP),Epsilon-LRP (MLP),RBO,1,1.0
Spam base,Epsilon-LRP (MLP),Epsilon-LRP (MLP),RBO,2,1.0
Spam base,Epsilon-LRP (MLP),Epsilon-LRP (MLP),RBO,3,1.0
Spam base,Epsilon-LRP (MLP),Epsilon-LRP (MLP),RBO,4,1.0
Spam base,Epsilon-LRP (MLP),Epsilon-LRP (MLP),RBO,5,1.0
Spam base,Epsilon-LRP (MLP),Epsilon-LRP (MLP),RBO,6,1.0
Spam base,Epsilon-LRP (MLP),Epsilon-LRP (MLP),RBO,7,1.0
Spam base,Epsilon-LRP (MLP),Epsilon-LRP (MLP),RBO,8,1.0
Spam base,Epsilon-LRP (MLP),Epsilon-LRP (MLP),RBO,9,1.0
Spam base,Epsilon-LRP (MLP),Epsilon-LRP (MLP),RBO,10,1.0
Spam base,Epsilon-LRP (MLP),Epsilon-LRP (MLP),RBO,11,1.0
Spam base,Epsilon-LRP (MLP),Epsilon-LRP (MLP),RBO,12,1.0
Spam base,Epsilon-LRP (MLP),Epsilon-LRP (MLP),RBO,13,1.0
Spam base,Epsilon-LRP (MLP),Epsilon-LRP (MLP),RBO,14,1.0
Spam base,Epsilon-LRP (MLP),Epsilon-LRP (MLP),RBO,15,1.0
Spam base,Epsilon-LRP (MLP),Epsilon-LRP (MLP),RBO,16,1.0
Spam base,Epsilon-LRP (MLP),Epsilon-LRP (MLP),RBO,17,1.0
Spam base,Epsilon-LRP (MLP),Epsilon-LRP (MLP),RBO,18,1.0
Spam base,Epsilon-LRP (MLP),Epsilon-LRP (MLP),RBO,19,1.0
Spam base,Epsilon-LRP (MLP),Epsilon-LRP (MLP),RBO,20,1.0
Spam base,Epsilon-LRP (MLP),Epsilon-LRP (MLP),RBO,21,1.0
Spam base,Epsilon-LRP (MLP),Epsilon-LRP (MLP),RBO,22,1.0
Spam base,Epsilon-LRP (MLP),Epsilon-LRP (MLP),RBO,23,1.0
Spam base,Epsilon-LRP (MLP),Epsilon-LRP (MLP),RBO,24,1.0
Spam base,Epsilon-LRP (MLP),Epsilon-LRP (MLP),RBO,25,1.0
Spam base,Epsilon-LRP (MLP),Epsilon-LRP (MLP),RBO,26,1.0
Spam base,Epsilon-LRP (MLP),Epsilon-LRP (MLP),RBO,27,1.0
Spam base,Epsilon-LRP (MLP),Epsilon-LRP (MLP),RBO,28,1.0
Spam base,Epsilon-LRP (MLP),Epsilon-LRP (MLP),RBO,29,1.0
Spam base,Epsilon-LRP (MLP),Epsilon-LRP (MLP),RBO,30,1.0
Spam base,Epsilon-LRP (MLP),Guided Backpropagation (MLP),Jaccard,1,0.73
Spam base,Epsilon-LRP (MLP),Guided Backpropagation (MLP),Jaccard,2,0.5133333333333336
Spam base,Epsilon-LRP (MLP),Guided Backpropagation (MLP),Jaccard,3,0.33999999999999986
Spam base,Epsilon-LRP (MLP),Guided Backpropagation (MLP),Jaccard,4,0.2849523809523806
Spam base,Epsilon-LRP (MLP),Guided Backpropagation (MLP),Jaccard,5,0.26289682539682524
Spam base,Epsilon-LRP (MLP),Guided Backpropagation (MLP),Jaccard,6,0.25648484848484815
Spam base,Epsilon-LRP (MLP),Guided Backpropagation (MLP),Jaccard,7,0.2585749805749808
Spam base,Epsilon-LRP (MLP),Guided Backpropagation (MLP),Jaccard,8,0.2587492507492503
Spam base,Epsilon-LRP (MLP),Guided Backpropagation (MLP),Jaccard,9,0.26691822882999316
Spam base,Epsilon-LRP (MLP),Guided Backpropagation (MLP),Jaccard,10,0.2788054223038741
Spam base,Epsilon-LRP (MLP),Guided Backpropagation (MLP),Jaccard,11,0.2861892844857238
Spam base,Epsilon-LRP (MLP),Guided Backpropagation (MLP),Jaccard,12,0.30020610349402904
Spam base,Epsilon-LRP (MLP),Guided Backpropagation (MLP),Jaccard,13,0.3179407073834318
Spam base,Epsilon-LRP (MLP),Guided Backpropagation (MLP),Jaccard,14,0.33157712132769324
Spam base,Epsilon-LRP (MLP),Guided Backpropagation (MLP),Jaccard,15,0.3467845701209544
Spam base,Epsilon-LRP (MLP),Guided Backpropagation (MLP),Jaccard,16,0.3588081355037876
Spam base,Epsilon-LRP (MLP),Guided Backpropagation (MLP),Jaccard,17,0.3720532436967218
Spam base,Epsilon-LRP (MLP),Guided Backpropagation (MLP),Jaccard,18,0.38002454107611505
Spam base,Epsilon-LRP (MLP),Guided Backpropagation (MLP),Jaccard,19,0.3936501020901377
Spam base,Epsilon-LRP (MLP),Guided Backpropagation (MLP),Jaccard,20,0.3942445599347712
Spam base,Epsilon-LRP (MLP),Guided Backpropagation (MLP),Jaccard,21,0.40363786634585047
Spam base,Epsilon-LRP (MLP),Guided Backpropagation (MLP),Jaccard,22,0.41347327086810487
Spam base,Epsilon-LRP (MLP),Guided Backpropagation (MLP),Jaccard,23,0.42067783786585705
Spam base,Epsilon-LRP (MLP),Guided Backpropagation (MLP),Jaccard,24,0.42533790730631743
Spam base,Epsilon-LRP (MLP),Guided Backpropagation (MLP),Jaccard,25,0.4302369670809447
Spam base,Epsilon-LRP (MLP),Guided Backpropagation (MLP),Jaccard,26,0.4400132132554734
Spam base,Epsilon-LRP (MLP),Guided Backpropagation (MLP),Jaccard,27,0.443235933311634
Spam base,Epsilon-LRP (MLP),Guided Backpropagation (MLP),Jaccard,28,0.4487703998178366
Spam base,Epsilon-LRP (MLP),Guided Backpropagation (MLP),Jaccard,29,0.45431144572678134
Spam base,Epsilon-LRP (MLP),Guided Backpropagation (MLP),Jaccard,30,0.46279949603292025
Spam base,Epsilon-LRP (MLP),Guided Backpropagation (MLP),RBO,1,0.73
Spam base,Epsilon-LRP (MLP),Guided Backpropagation (MLP),RBO,2,0.6775
Spam base,Epsilon-LRP (MLP),Guided Backpropagation (MLP),RBO,3,0.6138888888888896
Spam base,Epsilon-LRP (MLP),Guided Backpropagation (MLP),RBO,4,0.5672916666666669
Spam base,Epsilon-LRP (MLP),Guided Backpropagation (MLP),RBO,5,0.5342333333333332
Spam base,Epsilon-LRP (MLP),Guided Backpropagation (MLP),RBO,6,0.5113055555555556
Spam base,Epsilon-LRP (MLP),Guided Backpropagation (MLP),RBO,7,0.49560884353741486
Spam base,Epsilon-LRP (MLP),Guided Backpropagation (MLP),RBO,8,0.4839702380952382
Spam base,Epsilon-LRP (MLP),Guided Backpropagation (MLP),RBO,9,0.4762451499118167
Spam base,Epsilon-LRP (MLP),Guided Backpropagation (MLP),RBO,10,0.47152063492063484
Spam base,Epsilon-LRP (MLP),Guided Backpropagation (MLP),RBO,11,0.46857247802702345
Spam base,Epsilon-LRP (MLP),Guided Backpropagation (MLP),RBO,12,0.46744143819143824
Spam base,Epsilon-LRP (MLP),Guided Backpropagation (MLP),RBO,13,0.4681707950169489
Spam base,Epsilon-LRP (MLP),Guided Backpropagation (MLP),RBO,14,0.46988308516879956
Spam base,Epsilon-LRP (MLP),Guided Backpropagation (MLP),RBO,15,0.47246865726865744
Spam base,Epsilon-LRP (MLP),Guided Backpropagation (MLP),RBO,16,0.47559561618936635
Spam base,Epsilon-LRP (MLP),Guided Backpropagation (MLP),RBO,17,0.47921109897407477
Spam base,Epsilon-LRP (MLP),Guided Backpropagation (MLP),RBO,18,0.4828969021174903
Spam base,Epsilon-LRP (MLP),Guided Backpropagation (MLP),RBO,19,0.48692725906975554
Spam base,Epsilon-LRP (MLP),Guided Backpropagation (MLP),RBO,20,0.49063089611626753
Spam base,Epsilon-LRP (MLP),Guided Backpropagation (MLP),RBO,21,0.4944557287275109
Spam base,Epsilon-LRP (MLP),Guided Backpropagation (MLP),RBO,22,0.498406088165517
Spam base,Epsilon-LRP (MLP),Guided Backpropagation (MLP),RBO,23,0.5023317213832731
Spam base,Epsilon-LRP (MLP),Guided Backpropagation (MLP),RBO,24,0.5061234552145255
Spam base,Epsilon-LRP (MLP),Guided Backpropagation (MLP),RBO,25,0.5098145170059446
Spam base,Epsilon-LRP (MLP),Guided Backpropagation (MLP),RBO,26,0.5135938403163669
Spam base,Epsilon-LRP (MLP),Guided Backpropagation (MLP),RBO,27,0.5172193085076673
Spam base,Epsilon-LRP (MLP),Guided Backpropagation (MLP),RBO,28,0.52078800667321
Spam base,Epsilon-LRP (MLP),Guided Backpropagation (MLP),RBO,29,0.5242923441363214
Spam base,Epsilon-LRP (MLP),Guided Backpropagation (MLP),RBO,30,0.5278381548873327
Spam base,Epsilon-LRP (MLP),Occlusion (MLP),Jaccard,1,0.92
Spam base,Epsilon-LRP (MLP),Occlusion (MLP),Jaccard,2,0.92
Spam base,Epsilon-LRP (MLP),Occlusion (MLP),Jaccard,3,0.86
Spam base,Epsilon-LRP (MLP),Occlusion (MLP),Jaccard,4,0.8524444444444449
Spam base,Epsilon-LRP (MLP),Occlusion (MLP),Jaccard,5,0.8780952380952378
Spam base,Epsilon-LRP (MLP),Occlusion (MLP),Jaccard,6,0.8733333333333335
Spam base,Epsilon-LRP (MLP),Occlusion (MLP),Jaccard,7,0.862962962962963
Spam base,Epsilon-LRP (MLP),Occlusion (MLP),Jaccard,8,0.8631111111111115
Spam base,Epsilon-LRP (MLP),Occlusion (MLP),Jaccard,9,0.9010909090909087
Spam base,Epsilon-LRP (MLP),Occlusion (MLP),Jaccard,10,0.8883916083916086
Spam base,Epsilon-LRP (MLP),Occlusion (MLP),Jaccard,11,0.8871794871794879
Spam base,Epsilon-LRP (MLP),Occlusion (MLP),Jaccard,12,0.8894652014652015
Spam base,Epsilon-LRP (MLP),Occlusion (MLP),Jaccard,13,0.9069999999999997
Spam base,Epsilon-LRP (MLP),Occlusion (MLP),Jaccard,14,0.8888496732026144
Spam base,Epsilon-LRP (MLP),Occlusion (MLP),Jaccard,15,0.8803267973856208
Spam base,Epsilon-LRP (MLP),Occlusion (MLP),Jaccard,16,0.8933333333333335
Spam base,Epsilon-LRP (MLP),Occlusion (MLP),Jaccard,17,0.8912358674463932
Spam base,Epsilon-LRP (MLP),Occlusion (MLP),Jaccard,18,0.880504898610161
Spam base,Epsilon-LRP (MLP),Occlusion (MLP),Jaccard,19,0.8841038961038958
Spam base,Epsilon-LRP (MLP),Occlusion (MLP),Jaccard,20,0.8845874898048811
Spam base,Epsilon-LRP (MLP),Occlusion (MLP),Jaccard,21,0.8853117259552037
Spam base,Epsilon-LRP (MLP),Occlusion (MLP),Jaccard,22,0.8961177257525083
Spam base,Epsilon-LRP (MLP),Occlusion (MLP),Jaccard,23,0.8948820512820516
Spam base,Epsilon-LRP (MLP),Occlusion (MLP),Jaccard,24,0.8761403337403342
Spam base,Epsilon-LRP (MLP),Occlusion (MLP),Jaccard,25,0.8827589949429027
Spam base,Epsilon-LRP (MLP),Occlusion (MLP),Jaccard,26,0.8729570029799909
Spam base,Epsilon-LRP (MLP),Occlusion (MLP),Jaccard,27,0.8679228772710414
Spam base,Epsilon-LRP (MLP),Occlusion (MLP),Jaccard,28,0.8689047089358541
Spam base,Epsilon-LRP (MLP),Occlusion (MLP),Jaccard,29,0.8784399497824534
Spam base,Epsilon-LRP (MLP),Occlusion (MLP),Jaccard,30,0.8778768985600108
Spam base,Epsilon-LRP (MLP),Occlusion (MLP),RBO,1,0.92
Spam base,Epsilon-LRP (MLP),Occlusion (MLP),RBO,2,0.93
Spam base,Epsilon-LRP (MLP),Occlusion (MLP),RBO,3,0.9222222222222219
Spam base,Epsilon-LRP (MLP),Occlusion (MLP),RBO,4,0.9183333333333333
Spam base,Epsilon-LRP (MLP),Occlusion (MLP),RBO,5,0.9197333333333334
Spam base,Epsilon-LRP (MLP),Occlusion (MLP),RBO,6,0.9205185185185187
Spam base,Epsilon-LRP (MLP),Occlusion (MLP),RBO,7,0.9204444444444444
Spam base,Epsilon-LRP (MLP),Occlusion (MLP),RBO,8,0.9205972222222221
Spam base,Epsilon-LRP (MLP),Occlusion (MLP),RBO,9,0.9231646090534982
Spam base,Epsilon-LRP (MLP),Occlusion (MLP),RBO,10,0.9245814814814813
Spam base,Epsilon-LRP (MLP),Occlusion (MLP),RBO,11,0.9257076828895007
Spam base,Epsilon-LRP (MLP),Occlusion (MLP),RBO,12,0.9268061167227835
Spam base,Epsilon-LRP (MLP),Occlusion (MLP),RBO,13,0.9284916422608728
Spam base,Epsilon-LRP (MLP),Occlusion (MLP),RBO,14,0.9292456406027837
Spam base,Epsilon-LRP (MLP),Occlusion (MLP),RBO,15,0.9295774127107461
Spam base,Epsilon-LRP (MLP),Occlusion (MLP),RBO,16,0.9303329910829911
Spam base,Epsilon-LRP (MLP),Occlusion (MLP),RBO,17,0.9309247067170948
Spam base,Epsilon-LRP (MLP),Occlusion (MLP),RBO,18,0.9310996715702599
Spam base,Epsilon-LRP (MLP),Occlusion (MLP),RBO,19,0.9314019049225175
Spam base,Epsilon-LRP (MLP),Occlusion (MLP),RBO,20,0.9316984763430582
Spam base,Epsilon-LRP (MLP),Occlusion (MLP),RBO,21,0.9319879668875687
Spam base,Epsilon-LRP (MLP),Occlusion (MLP),RBO,22,0.9325174394670593
Spam base,Epsilon-LRP (MLP),Occlusion (MLP),RBO,23,0.932981394524887
Spam base,Epsilon-LRP (MLP),Occlusion (MLP),RBO,24,0.932972910493758
Spam base,Epsilon-LRP (MLP),Occlusion (MLP),RBO,25,0.9331153274073409
Spam base,Epsilon-LRP (MLP),Occlusion (MLP),RBO,26,0.9330448167871369
Spam base,Epsilon-LRP (MLP),Occlusion (MLP),RBO,27,0.9328726036368133
Spam base,Epsilon-LRP (MLP),Occlusion (MLP),RBO,28,0.9327359970443422
Spam base,Epsilon-LRP (MLP),Occlusion (MLP),RBO,29,0.9327883031312003
Spam base,Epsilon-LRP (MLP),Occlusion (MLP),RBO,30,0.9328212856194191
Spam base,Epsilon-LRP (MLP),Shapley Value (MLP),Jaccard,1,0.9466666666666667
Spam base,Epsilon-LRP (MLP),Shapley Value (MLP),Jaccard,2,0.9022222222222223
Spam base,Epsilon-LRP (MLP),Shapley Value (MLP),Jaccard,3,0.856
Spam base,Epsilon-LRP (MLP),Shapley Value (MLP),Jaccard,4,0.8240000000000004
Spam base,Epsilon-LRP (MLP),Shapley Value (MLP),Jaccard,5,0.8558730158730157
Spam base,Epsilon-LRP (MLP),Shapley Value (MLP),Jaccard,6,0.8580952380952386
Spam base,Epsilon-LRP (MLP),Shapley Value (MLP),Jaccard,7,0.831851851851852
Spam base,Epsilon-LRP (MLP),Shapley Value (MLP),Jaccard,8,0.8340740740740745
Spam base,Epsilon-LRP (MLP),Shapley Value (MLP),Jaccard,9,0.8766060606060601
Spam base,Epsilon-LRP (MLP),Shapley Value (MLP),Jaccard,10,0.8642424242424244
Spam base,Epsilon-LRP (MLP),Shapley Value (MLP),Jaccard,11,0.8776068376068383
Spam base,Epsilon-LRP (MLP),Shapley Value (MLP),Jaccard,12,0.8786813186813189
Spam base,Epsilon-LRP (MLP),Shapley Value (MLP),Jaccard,13,0.8729682539682531
Spam base,Epsilon-LRP (MLP),Shapley Value (MLP),Jaccard,14,0.8832549019607842
Spam base,Epsilon-LRP (MLP),Shapley Value (MLP),Jaccard,15,0.8814705882352943
Spam base,Epsilon-LRP (MLP),Shapley Value (MLP),Jaccard,16,0.8772709551656921
Spam base,Epsilon-LRP (MLP),Shapley Value (MLP),Jaccard,17,0.8751189083820656
Spam base,Epsilon-LRP (MLP),Shapley Value (MLP),Jaccard,18,0.8772932330827055
Spam base,Epsilon-LRP (MLP),Shapley Value (MLP),Jaccard,19,0.8748225108225106
Spam base,Epsilon-LRP (MLP),Shapley Value (MLP),Jaccard,20,0.8806474684735556
Spam base,Epsilon-LRP (MLP),Shapley Value (MLP),Jaccard,21,0.8797122529644268
Spam base,Epsilon-LRP (MLP),Shapley Value (MLP),Jaccard,22,0.8856095131921217
Spam base,Epsilon-LRP (MLP),Shapley Value (MLP),Jaccard,23,0.8760664767331434
Spam base,Epsilon-LRP (MLP),Shapley Value (MLP),Jaccard,24,0.8763513227513232
Spam base,Epsilon-LRP (MLP),Shapley Value (MLP),Jaccard,25,0.8790200178705925
Spam base,Epsilon-LRP (MLP),Shapley Value (MLP),Jaccard,26,0.8786080398953957
Spam base,Epsilon-LRP (MLP),Shapley Value (MLP),Jaccard,27,0.8775058000953434
Spam base,Epsilon-LRP (MLP),Shapley Value (MLP),Jaccard,28,0.8797271041898401
Spam base,Epsilon-LRP (MLP),Shapley Value (MLP),Jaccard,29,0.8715278592375361
Spam base,Epsilon-LRP (MLP),Shapley Value (MLP),Jaccard,30,0.8747026376533023
Spam base,Epsilon-LRP (MLP),Shapley Value (MLP),RBO,1,0.9466666666666667
Spam base,Epsilon-LRP (MLP),Shapley Value (MLP),RBO,2,0.9366666666666666
Spam base,Epsilon-LRP (MLP),Shapley Value (MLP),RBO,3,0.9251851851851851
Spam base,Epsilon-LRP (MLP),Shapley Value (MLP),RBO,4,0.9155555555555556
Spam base,Epsilon-LRP (MLP),Shapley Value (MLP),RBO,5,0.9148444444444443
Spam base,Epsilon-LRP (MLP),Shapley Value (MLP),RBO,6,0.914962962962963
Spam base,Epsilon-LRP (MLP),Shapley Value (MLP),RBO,7,0.9129614512471655
Spam base,Epsilon-LRP (MLP),Shapley Value (MLP),RBO,8,0.9117579365079364
Spam base,Epsilon-LRP (MLP),Shapley Value (MLP),RBO,9,0.9138259847148738
Spam base,Epsilon-LRP (MLP),Shapley Value (MLP),RBO,10,0.9148433862433861
Spam base,Epsilon-LRP (MLP),Shapley Value (MLP),RBO,11,0.9164140976868246
Spam base,Epsilon-LRP (MLP),Shapley Value (MLP),RBO,12,0.9178240339907008
Spam base,Epsilon-LRP (MLP),Shapley Value (MLP),RBO,13,0.9187803706265248
Spam base,Epsilon-LRP (MLP),Shapley Value (MLP),RBO,14,0.919955922384494
Spam base,Epsilon-LRP (MLP),Shapley Value (MLP),RBO,15,0.9209662682996015
Spam base,Epsilon-LRP (MLP),Shapley Value (MLP),RBO,16,0.9216871265308765
Spam base,Epsilon-LRP (MLP),Shapley Value (MLP),RBO,17,0.9222799253162571
Spam base,Epsilon-LRP (MLP),Shapley Value (MLP),RBO,18,0.9228940035394284
Spam base,Epsilon-LRP (MLP),Shapley Value (MLP),RBO,19,0.9233695730669008
Spam base,Epsilon-LRP (MLP),Shapley Value (MLP),RBO,20,0.923967761080222
Spam base,Epsilon-LRP (MLP),Shapley Value (MLP),RBO,21,0.92447420934322
Spam base,Epsilon-LRP (MLP),Shapley Value (MLP),RBO,22,0.9250972824722472
Spam base,Epsilon-LRP (MLP),Shapley Value (MLP),RBO,23,0.9254301668512099
Spam base,Epsilon-LRP (MLP),Shapley Value (MLP),RBO,24,0.9257363173064842
Spam base,Epsilon-LRP (MLP),Shapley Value (MLP),RBO,25,0.9260828646142247
Spam base,Epsilon-LRP (MLP),Shapley Value (MLP),RBO,26,0.9264011765274843
Spam base,Epsilon-LRP (MLP),Shapley Value (MLP),RBO,27,0.9266762129706824
Spam base,Epsilon-LRP (MLP),Shapley Value (MLP),RBO,28,0.9269649876775119
Spam base,Epsilon-LRP (MLP),Shapley Value (MLP),RBO,29,0.9270736068103129
Spam base,Epsilon-LRP (MLP),Shapley Value (MLP),RBO,30,0.9272378199166355
Spam base,Epsilon-LRP (MLP),deepLIFT (MLP),Jaccard,1,0.14
Spam base,Epsilon-LRP (MLP),deepLIFT (MLP),Jaccard,2,0.2866666666666664
Spam base,Epsilon-LRP (MLP),deepLIFT (MLP),Jaccard,3,0.35599999999999987
Spam base,Epsilon-LRP (MLP),deepLIFT (MLP),Jaccard,4,0.3989523809523813
Spam base,Epsilon-LRP (MLP),deepLIFT (MLP),Jaccard,5,0.4153571428571429
Spam base,Epsilon-LRP (MLP),deepLIFT (MLP),Jaccard,6,0.4373376623376626
Spam base,Epsilon-LRP (MLP),deepLIFT (MLP),Jaccard,7,0.44210606060606067
Spam base,Epsilon-LRP (MLP),deepLIFT (MLP),Jaccard,8,0.4392762792762792
Spam base,Epsilon-LRP (MLP),deepLIFT (MLP),Jaccard,9,0.42847352647352627
Spam base,Epsilon-LRP (MLP),deepLIFT (MLP),Jaccard,10,0.42001023486317624
Spam base,Epsilon-LRP (MLP),deepLIFT (MLP),Jaccard,11,0.41720086793151806
Spam base,Epsilon-LRP (MLP),deepLIFT (MLP),Jaccard,12,0.41100648680524854
Spam base,Epsilon-LRP (MLP),deepLIFT (MLP),Jaccard,13,0.4175567740652881
Spam base,Epsilon-LRP (MLP),deepLIFT (MLP),Jaccard,14,0.4238847901548803
Spam base,Epsilon-LRP (MLP),deepLIFT (MLP),Jaccard,15,0.4278849899147383
Spam base,Epsilon-LRP (MLP),deepLIFT (MLP),Jaccard,16,0.4348246301710835
Spam base,Epsilon-LRP (MLP),deepLIFT (MLP),Jaccard,17,0.44618167886863547
Spam base,Epsilon-LRP (MLP),deepLIFT (MLP),Jaccard,18,0.4557500648277258
Spam base,Epsilon-LRP (MLP),deepLIFT (MLP),Jaccard,19,0.472726388662414
Spam base,Epsilon-LRP (MLP),deepLIFT (MLP),Jaccard,20,0.47695562928524693
Spam base,Epsilon-LRP (MLP),deepLIFT (MLP),Jaccard,21,0.48368552728397324
Spam base,Epsilon-LRP (MLP),deepLIFT (MLP),Jaccard,22,0.4894545191838651
Spam base,Epsilon-LRP (MLP),deepLIFT (MLP),Jaccard,23,0.5006749622635575
Spam base,Epsilon-LRP (MLP),deepLIFT (MLP),Jaccard,24,0.5074517243465744
Spam base,Epsilon-LRP (MLP),deepLIFT (MLP),Jaccard,25,0.5153546954389264
Spam base,Epsilon-LRP (MLP),deepLIFT (MLP),Jaccard,26,0.5240938621578209
Spam base,Epsilon-LRP (MLP),deepLIFT (MLP),Jaccard,27,0.5338840682828829
Spam base,Epsilon-LRP (MLP),deepLIFT (MLP),Jaccard,28,0.5423732801782123
Spam base,Epsilon-LRP (MLP),deepLIFT (MLP),Jaccard,29,0.5541888729116622
Spam base,Epsilon-LRP (MLP),deepLIFT (MLP),Jaccard,30,0.5623512557648455
Spam base,Epsilon-LRP (MLP),deepLIFT (MLP),RBO,1,0.14
Spam base,Epsilon-LRP (MLP),deepLIFT (MLP),RBO,2,0.26
Spam base,Epsilon-LRP (MLP),deepLIFT (MLP),RBO,3,0.3366666666666667
Spam base,Epsilon-LRP (MLP),deepLIFT (MLP),RBO,4,0.3868749999999999
Spam base,Epsilon-LRP (MLP),deepLIFT (MLP),RBO,5,0.42189999999999983
Spam base,Epsilon-LRP (MLP),deepLIFT (MLP),RBO,6,0.4499166666666665
Spam base,Epsilon-LRP (MLP),deepLIFT (MLP),RBO,7,0.47094897959183646
Spam base,Epsilon-LRP (MLP),deepLIFT (MLP),RBO,8,0.48629910714285723
Spam base,Epsilon-LRP (MLP),deepLIFT (MLP),RBO,9,0.4973276014109346
Spam base,Epsilon-LRP (MLP),deepLIFT (MLP),RBO,10,0.5054948412698413
Spam base,Epsilon-LRP (MLP),deepLIFT (MLP),RBO,11,0.51202010363374
Spam base,Epsilon-LRP (MLP),deepLIFT (MLP),RBO,12,0.5169906505531502
Spam base,Epsilon-LRP (MLP),deepLIFT (MLP),RBO,13,0.5217783519898904
Spam base,Epsilon-LRP (MLP),deepLIFT (MLP),RBO,14,0.526396224806939
Spam base,Epsilon-LRP (MLP),deepLIFT (MLP),RBO,15,0.5307253653753652
Spam base,Epsilon-LRP (MLP),deepLIFT (MLP),RBO,16,0.5348987800394052
Spam base,Epsilon-LRP (MLP),deepLIFT (MLP),RBO,17,0.5392818967844917
Spam base,Epsilon-LRP (MLP),deepLIFT (MLP),RBO,18,0.5437045074569583
Spam base,Epsilon-LRP (MLP),deepLIFT (MLP),RBO,19,0.548467982133739
Spam base,Epsilon-LRP (MLP),deepLIFT (MLP),RBO,20,0.5529945830270521
Spam base,Epsilon-LRP (MLP),deepLIFT (MLP),RBO,21,0.5574098069645392
Spam base,Epsilon-LRP (MLP),deepLIFT (MLP),RBO,22,0.5616597744165646
Spam base,Epsilon-LRP (MLP),deepLIFT (MLP),RBO,23,0.5660110507651827
Spam base,Epsilon-LRP (MLP),deepLIFT (MLP),RBO,24,0.570257118094411
Spam base,Epsilon-LRP (MLP),deepLIFT (MLP),RBO,25,0.574438833370635
Spam base,Epsilon-LRP (MLP),deepLIFT (MLP),RBO,26,0.5786172214362612
Spam base,Epsilon-LRP (MLP),deepLIFT (MLP),RBO,27,0.5828110966368383
Spam base,Epsilon-LRP (MLP),deepLIFT (MLP),RBO,28,0.5869709044100129
Spam base,Epsilon-LRP (MLP),deepLIFT (MLP),RBO,29,0.5911895058037225
Spam base,Epsilon-LRP (MLP),deepLIFT (MLP),RBO,30,0.5953720778324867
Spam base,Epsilon-LRP (MLP),permutation (MLP),Jaccard,1,0.0
Spam base,Epsilon-LRP (MLP),permutation (MLP),Jaccard,2,0.05666666666666665
Spam base,Epsilon-LRP (MLP),permutation (MLP),Jaccard,3,0.1269999999999999
Spam base,Epsilon-LRP (MLP),permutation (MLP),Jaccard,4,0.19885714285714268
Spam base,Epsilon-LRP (MLP),permutation (MLP),Jaccard,5,0.2628571428571427
