data,method1,method2,criteria,K,value
Religion,XGB,Occlusion (MLP),Jaccard,28,0.10093933948625973
Religion,XGB,Occlusion (MLP),Jaccard,29,0.09924408863902337
Religion,XGB,Occlusion (MLP),Jaccard,30,0.09849523095715206
Religion,XGB,Occlusion (MLP),RBO,1,0.03571428571428571
Religion,XGB,Occlusion (MLP),RBO,2,0.044642857142857144
Religion,XGB,Occlusion (MLP),RBO,3,0.09722222222222222
Religion,XGB,Occlusion (MLP),RBO,4,0.14211309523809526
Religion,XGB,Occlusion (MLP),RBO,5,0.1722619047619047
Religion,XGB,Occlusion (MLP),RBO,6,0.1891865079365079
Religion,XGB,Occlusion (MLP),RBO,7,0.20006073858114673
Religion,XGB,Occlusion (MLP),RBO,8,0.20797725340136058
Religion,XGB,Occlusion (MLP),RBO,9,0.21396919879062734
Religion,XGB,Occlusion (MLP),RBO,10,0.21900085034013603
Religion,XGB,Occlusion (MLP),RBO,11,0.22329475178501149
Religion,XGB,Occlusion (MLP),RBO,12,0.2255201891362606
Religion,XGB,Occlusion (MLP),RBO,13,0.22698059724158628
Religion,XGB,Occlusion (MLP),RBO,14,0.22807819306543795
Religion,XGB,Occlusion (MLP),RBO,15,0.228111075432504
Religion,XGB,Occlusion (MLP),RBO,16,0.22780502607511535
Religion,XGB,Occlusion (MLP),RBO,17,0.22738050897035075
Religion,XGB,Occlusion (MLP),RBO,18,0.2268734789305518
Religion,XGB,Occlusion (MLP),RBO,19,0.22611203346250136
Religion,XGB,Occlusion (MLP),RBO,20,0.22525286036080489
Religion,XGB,Occlusion (MLP),RBO,21,0.2242447066604362
Religion,XGB,Occlusion (MLP),RBO,22,0.22305412672368669
Religion,XGB,Occlusion (MLP),RBO,23,0.22186273747105
Religion,XGB,Occlusion (MLP),RBO,24,0.22067897261610545
Religion,XGB,Occlusion (MLP),RBO,25,0.21956609942574695
Religion,XGB,Occlusion (MLP),RBO,26,0.21830637201757155
Religion,XGB,Occlusion (MLP),RBO,27,0.2170796613941499
Religion,XGB,Occlusion (MLP),RBO,28,0.21579547523648707
Religion,XGB,Occlusion (MLP),RBO,29,0.21451188742045058
Religion,XGB,Occlusion (MLP),RBO,30,0.2132741895858006
Religion,XGB,RF,Jaccard,1,0.05747126436781609
Religion,XGB,RF,Jaccard,2,0.12260536398467432
Religion,XGB,RF,Jaccard,3,0.17701149425287344
Religion,XGB,RF,Jaccard,4,0.19102353585112208
Religion,XGB,RF,Jaccard,5,0.19823024995438782
Religion,XGB,RF,Jaccard,6,0.19380006966213842
Religion,XGB,RF,Jaccard,7,0.1716153578222542
Religion,XGB,RF,Jaccard,8,0.16192160330091349
Religion,XGB,RF,Jaccard,9,0.16726979916635085
Religion,XGB,RF,Jaccard,10,0.17040417699646887
Religion,XGB,RF,Jaccard,11,0.17280879683996983
Religion,XGB,RF,Jaccard,12,0.17394007484751578
Religion,XGB,RF,Jaccard,13,0.174757534652587
Religion,XGB,RF,Jaccard,14,0.1763374955878703
Religion,XGB,RF,Jaccard,15,0.17549677542181266
Religion,XGB,RF,Jaccard,16,0.17514079584630504
Religion,XGB,RF,Jaccard,17,0.17728783906273574
Religion,XGB,RF,Jaccard,18,0.1781520069819329
Religion,XGB,RF,Jaccard,19,0.17869954770596017
Religion,XGB,RF,Jaccard,20,0.1778802853853563
Religion,XGB,RF,Jaccard,21,0.17616036140643782
Religion,XGB,RF,Jaccard,22,0.17670558137115602
Religion,XGB,RF,Jaccard,23,0.1774374525338843
Religion,XGB,RF,Jaccard,24,0.1739624802068889
Religion,XGB,RF,Jaccard,25,0.17217255975833295
Religion,XGB,RF,Jaccard,26,0.17275272294430197
Religion,XGB,RF,Jaccard,27,0.17202412885159604
Religion,XGB,RF,Jaccard,28,0.17215928226150587
Religion,XGB,RF,Jaccard,29,0.17466094046205996
Religion,XGB,RF,Jaccard,30,0.17571170103799003
Religion,XGB,RF,RBO,1,0.05747126436781609
Religion,XGB,RF,RBO,2,0.11206896551724138
Religion,XGB,RF,RBO,3,0.16411238825031918
Religion,XGB,RF,RBO,4,0.1992337164750958
Religion,XGB,RF,RBO,5,0.22375478927203055
Religion,XGB,RF,RBO,6,0.23978288633461067
Religion,XGB,RF,RBO,7,0.246813667995934
Religion,XGB,RF,RBO,8,0.25044471811713187
Religion,XGB,RF,RBO,9,0.2541202943501794
Religion,XGB,RF,RBO,10,0.25744389709906945
Religion,XGB,RF,RBO,11,0.26054318374067587
Religion,XGB,RF,RBO,12,0.2632565391186081
Religion,XGB,RF,RBO,13,0.26565447520354674
Religion,XGB,RF,RBO,14,0.2679083368738543
Religion,XGB,RF,RBO,15,0.26976681045646544
Religion,XGB,RF,RBO,16,0.27136004859604007
Religion,XGB,RF,RBO,17,0.272977138367605
Religion,XGB,RF,RBO,18,0.27448550367611674
Religion,XGB,RF,RBO,19,0.27589523597857735
Religion,XGB,RF,RBO,20,0.2771004741796483
Religion,XGB,RF,RBO,21,0.2780840651217023
Religion,XGB,RF,RBO,22,0.2790279973758361
Religion,XGB,RF,RBO,23,0.2799333050969962
Religion,XGB,RF,RBO,24,0.28056188226329304
Religion,XGB,RF,RBO,25,0.28103595869689935
Religion,XGB,RF,RBO,26,0.28150009291147476
Religion,XGB,RF,RBO,27,0.28189042893706406
Religion,XGB,RF,RBO,28,0.28226157183979256
Religion,XGB,RF,RBO,29,0.2827379348756995
Religion,XGB,RF,RBO,30,0.2832367086940193
Religion,XGB,Saliency Maps (MLP),Jaccard,1,0.050505050505050504
Religion,XGB,Saliency Maps (MLP),Jaccard,2,0.07070707070707069
Religion,XGB,Saliency Maps (MLP),Jaccard,3,0.10808080808080804
Religion,XGB,Saliency Maps (MLP),Jaccard,4,0.11399711399711399
Religion,XGB,Saliency Maps (MLP),Jaccard,5,0.10858585858585844
Religion,XGB,Saliency Maps (MLP),Jaccard,6,0.10192837465564751
Religion,XGB,Saliency Maps (MLP),Jaccard,7,0.09505309505309499
Religion,XGB,Saliency Maps (MLP),Jaccard,8,0.09170089170089166
Religion,XGB,Saliency Maps (MLP),Jaccard,9,0.08826924709277645
Religion,XGB,Saliency Maps (MLP),Jaccard,10,0.08352444291556767
Religion,XGB,Saliency Maps (MLP),Jaccard,11,0.08097263360421249
Religion,XGB,Saliency Maps (MLP),Jaccard,12,0.07717377045440292
Religion,XGB,Saliency Maps (MLP),Jaccard,13,0.07439134427276717
Religion,XGB,Saliency Maps (MLP),Jaccard,14,0.07476083765938842
Religion,XGB,Saliency Maps (MLP),Jaccard,15,0.0732231582806295
Religion,XGB,Saliency Maps (MLP),Jaccard,16,0.07087701113161503
Religion,XGB,Saliency Maps (MLP),Jaccard,17,0.06889225027434148
Religion,XGB,Saliency Maps (MLP),Jaccard,18,0.06804805988866702
Religion,XGB,Saliency Maps (MLP),Jaccard,19,0.06614442966938507
Religion,XGB,Saliency Maps (MLP),Jaccard,20,0.06408394437290199
Religion,XGB,Saliency Maps (MLP),Jaccard,21,0.063566291679257
Religion,XGB,Saliency Maps (MLP),Jaccard,22,0.0634327823568651
Religion,XGB,Saliency Maps (MLP),Jaccard,23,0.06231024225059877
Religion,XGB,Saliency Maps (MLP),Jaccard,24,0.0617144844111926
Religion,XGB,Saliency Maps (MLP),Jaccard,25,0.062101958090674536
Religion,XGB,Saliency Maps (MLP),Jaccard,26,0.06041194718511342
Religion,XGB,Saliency Maps (MLP),Jaccard,27,0.059658632374915165
Religion,XGB,Saliency Maps (MLP),Jaccard,28,0.0586425844265058
Religion,XGB,Saliency Maps (MLP),Jaccard,29,0.05819891376093034
Religion,XGB,Saliency Maps (MLP),Jaccard,30,0.05878107601178838
Religion,XGB,Saliency Maps (MLP),RBO,1,0.050505050505050504
Religion,XGB,Saliency Maps (MLP),RBO,2,0.07575757575757576
Religion,XGB,Saliency Maps (MLP),RBO,3,0.10886644219977544
Religion,XGB,Saliency Maps (MLP),RBO,4,0.12962962962962968
Religion,XGB,Saliency Maps (MLP),RBO,5,0.14127946127946112
Religion,XGB,Saliency Maps (MLP),RBO,6,0.14775533108866454
Religion,XGB,Saliency Maps (MLP),RBO,7,0.1509723081151653
Religion,XGB,Saliency Maps (MLP),RBO,8,0.15277627465127466
Religion,XGB,Saliency Maps (MLP),RBO,9,0.15350907665722477
Religion,XGB,Saliency Maps (MLP),RBO,10,0.1533096841430174
Religion,XGB,Saliency Maps (MLP),RBO,11,0.1527291477015995
Religion,XGB,Saliency Maps (MLP),RBO,12,0.15171608460749877
Religion,XGB,Saliency Maps (MLP),RBO,13,0.1505052424050093
Religion,XGB,Saliency Maps (MLP),RBO,14,0.14949512768776838
Religion,XGB,Saliency Maps (MLP),RBO,15,0.14846256810903272
Religion,XGB,Saliency Maps (MLP),RBO,16,0.14731181416787476
Religion,XGB,Saliency Maps (MLP),RBO,17,0.14609110244005916
Religion,XGB,Saliency Maps (MLP),RBO,18,0.14492716851599793
Religion,XGB,Saliency Maps (MLP),RBO,19,0.14370698876898239
Religion,XGB,Saliency Maps (MLP),RBO,20,0.14243073023962416
Religion,XGB,Saliency Maps (MLP),RBO,21,0.1412370820074572
Religion,XGB,Saliency Maps (MLP),RBO,22,0.14013902781653464
Religion,XGB,Saliency Maps (MLP),RBO,23,0.13904879531499278
Religion,XGB,Saliency Maps (MLP),RBO,24,0.1380074804709197
Religion,XGB,Saliency Maps (MLP),RBO,25,0.1370770802419819
Religion,XGB,Saliency Maps (MLP),RBO,26,0.1361082737668331
Religion,XGB,Saliency Maps (MLP),RBO,27,0.13516859694679806
Religion,XGB,Saliency Maps (MLP),RBO,28,0.13423209737536285
Religion,XGB,Saliency Maps (MLP),RBO,29,0.13333873627848833
Religion,XGB,Saliency Maps (MLP),RBO,30,0.1325416987167924
Religion,XGB,Shapley Value (MLP),Jaccard,1,0.0
Religion,XGB,Shapley Value (MLP),Jaccard,2,0.0303030303030303
Religion,XGB,Shapley Value (MLP),Jaccard,3,0.07272727272727274
Religion,XGB,Shapley Value (MLP),Jaccard,4,0.13419913419913418
Religion,XGB,Shapley Value (MLP),Jaccard,5,0.14898989898989903
Religion,XGB,Shapley Value (MLP),Jaccard,6,0.14049586776859505
Religion,XGB,Shapley Value (MLP),Jaccard,7,0.14219114219114218
Religion,XGB,Shapley Value (MLP),Jaccard,8,0.13006993006993006
Religion,XGB,Shapley Value (MLP),Jaccard,9,0.12058823529411765
Religion,XGB,Shapley Value (MLP),Jaccard,10,0.13018732213778653
Religion,XGB,Shapley Value (MLP),Jaccard,11,0.11679197994987471
Religion,XGB,Shapley Value (MLP),Jaccard,12,0.10589805451465528
Religion,XGB,Shapley Value (MLP),Jaccard,13,0.10547490717451193
Religion,XGB,Shapley Value (MLP),Jaccard,14,0.09711991711991712
Religion,XGB,Shapley Value (MLP),Jaccard,15,0.10469989780334608
Religion,XGB,Shapley Value (MLP),Jaccard,16,0.10103674597556687
Religion,XGB,Shapley Value (MLP),Jaccard,17,0.09447036345863324
Religion,XGB,Shapley Value (MLP),Jaccard,18,0.09145600388915898
Religion,XGB,Shapley Value (MLP),Jaccard,19,0.08619811560988032
Religion,XGB,Shapley Value (MLP),Jaccard,20,0.08424213687371584
Religion,XGB,Shapley Value (MLP),Jaccard,21,0.08233345601766652
Religion,XGB,Shapley Value (MLP),Jaccard,22,0.08548199767711961
Religion,XGB,Shapley Value (MLP),Jaccard,23,0.08376577615478249
Religion,XGB,Shapley Value (MLP),Jaccard,24,0.07998562702120016
Religion,XGB,Shapley Value (MLP),Jaccard,25,0.07863440136798136
Religion,XGB,Shapley Value (MLP),Jaccard,26,0.08367031145146647
Religion,XGB,Shapley Value (MLP),Jaccard,27,0.08416457492087744
Religion,XGB,Shapley Value (MLP),Jaccard,28,0.08482333796429244
Religion,XGB,Shapley Value (MLP),Jaccard,29,0.08710818436375897
Religion,XGB,Shapley Value (MLP),Jaccard,30,0.0893970463348454
Religion,XGB,Shapley Value (MLP),RBO,1,0.0
Religion,XGB,Shapley Value (MLP),RBO,2,0.022727272727272728
Religion,XGB,Shapley Value (MLP),RBO,3,0.05555555555555554
Religion,XGB,Shapley Value (MLP),RBO,4,0.09848484848484848
Religion,XGB,Shapley Value (MLP),RBO,5,0.1296969696969697
Religion,XGB,Shapley Value (MLP),RBO,6,0.1484848484848485
Religion,XGB,Shapley Value (MLP),RBO,7,0.16252319109461966
Religion,XGB,Shapley Value (MLP),RBO,8,0.17061688311688308
Religion,XGB,Shapley Value (MLP),RBO,9,0.17522847522847523
Religion,XGB,Shapley Value (MLP),RBO,10,0.18043290043290042
Religion,XGB,Shapley Value (MLP),RBO,11,0.18281277950699434
Religion,XGB,Shapley Value (MLP),RBO,12,0.18336120949757315
Religion,XGB,Shapley Value (MLP),RBO,13,0.18378043867554358
Religion,XGB,Shapley Value (MLP),RBO,14,0.183176455579053
Religion,XGB,Shapley Value (MLP),RBO,15,0.1834899443990353
Religion,XGB,Shapley Value (MLP),RBO,16,0.18338545923773192
Religion,XGB,Shapley Value (MLP),RBO,17,0.18266413779153634
Religion,XGB,Shapley Value (MLP),RBO,18,0.18177538939571025
Religion,XGB,Shapley Value (MLP),RBO,19,0.18051851294552052
Religion,XGB,Shapley Value (MLP),RBO,20,0.17921986002551718
Religion,XGB,Shapley Value (MLP),RBO,21,0.17790058819169027
Religion,XGB,Shapley Value (MLP),RBO,22,0.1769516884279057
Religion,XGB,Shapley Value (MLP),RBO,23,0.17596031926271236
Religion,XGB,Shapley Value (MLP),RBO,24,0.1747839423237357
Religion,XGB,Shapley Value (MLP),RBO,25,0.17361076644896808
Religion,XGB,Shapley Value (MLP),RBO,26,0.17285058904116757
Religion,XGB,Shapley Value (MLP),RBO,27,0.17218509147972264
Religion,XGB,Shapley Value (MLP),RBO,28,0.17160148663559527
Religion,XGB,Shapley Value (MLP),RBO,29,0.17119711151541853
Religion,XGB,Shapley Value (MLP),RBO,30,0.17094508658611673
Religion,XGB,Tree,Jaccard,1,0.06
Religion,XGB,Tree,Jaccard,2,0.13000000000000003
Religion,XGB,Tree,Jaccard,3,0.22599999999999976
Religion,XGB,Tree,Jaccard,4,0.25609523809523776
Religion,XGB,Tree,Jaccard,5,0.28107142857142836
Religion,XGB,Tree,Jaccard,6,0.2800216450216446
Religion,XGB,Tree,Jaccard,7,0.26763092463092464
Religion,XGB,Tree,Jaccard,8,0.26390942390942346
Religion,XGB,Tree,Jaccard,9,0.25878846153846125
Religion,XGB,Tree,Jaccard,10,0.25143090569561133
Religion,XGB,Tree,Jaccard,11,0.24727872377020962
Religion,XGB,Tree,Jaccard,12,0.2379756342728478
Religion,XGB,Tree,Jaccard,13,0.22683368830508419
Religion,XGB,Tree,Jaccard,14,0.22271389480085124
Religion,XGB,Tree,Jaccard,15,0.21750727774640796
Religion,XGB,Tree,Jaccard,16,0.21285142044362432
Religion,XGB,Tree,Jaccard,17,0.20885781415881527
Religion,XGB,Tree,Jaccard,18,0.20434228267098117
Religion,XGB,Tree,Jaccard,19,0.20143947229513717
Religion,XGB,Tree,Jaccard,20,0.19865191664674733
Religion,XGB,Tree,Jaccard,21,0.1927227157316291
Religion,XGB,Tree,Jaccard,22,0.18985666777926827
Religion,XGB,Tree,Jaccard,23,0.1846507995179368
Religion,XGB,Tree,Jaccard,24,0.18104482157549578
Religion,XGB,Tree,Jaccard,25,0.17778275175929867
Religion,XGB,Tree,Jaccard,26,0.1769982586813066
Religion,XGB,Tree,Jaccard,27,0.17489693313377241
Religion,XGB,Tree,Jaccard,28,0.1732784326022422
Religion,XGB,Tree,Jaccard,29,0.17282232728554392
Religion,XGB,Tree,Jaccard,30,0.17439894831640232
Religion,XGB,Tree,RBO,1,0.06
Religion,XGB,Tree,RBO,2,0.1225
Religion,XGB,Tree,RBO,3,0.1927777777777777
Religion,XGB,Tree,RBO,4,0.24083333333333326
Religion,XGB,Tree,RBO,5,0.2766666666666665
Religion,XGB,Tree,RBO,6,0.3013888888888889
Religion,XGB,Tree,RBO,7,0.3173129251700679
Religion,XGB,Tree,RBO,8,0.3288988095238094
Religion,XGB,Tree,RBO,9,0.33729276895943555
Religion,XGB,Tree,RBO,10,0.343063492063492
Religion,XGB,Tree,RBO,11,0.34733044733044743
Religion,XGB,Tree,RBO,12,0.3499834656084655
Religion,XGB,Tree,RBO,13,0.3511089978397671
Religion,XGB,Tree,RBO,14,0.3516930490144776
Religion,XGB,Tree,RBO,15,0.35175795685795674
Religion,XGB,Tree,RBO,16,0.35141370955433465
Religion,XGB,Tree,RBO,17,0.35081151902691715
Religion,XGB,Tree,RBO,18,0.34993310130319943
Religion,XGB,Tree,RBO,19,0.3489393923703441
Religion,XGB,Tree,RBO,20,0.3478674227518269
Religion,XGB,Tree,RBO,21,0.34651772688382576
Religion,XGB,Tree,RBO,22,0.3451264252486107
Religion,XGB,Tree,RBO,23,0.34354247859318926
Religion,XGB,Tree,RBO,24,0.34188445865180617
Religion,XGB,Tree,RBO,25,0.34017708030573396
Religion,XGB,Tree,RBO,26,0.3385578434892411
Religion,XGB,Tree,RBO,27,0.3369514487372392
Religion,XGB,Tree,RBO,28,0.33537665209866424
Religion,XGB,Tree,RBO,29,0.3338951742022775
Religion,XGB,Tree,RBO,30,0.3325875572844238
Religion,XGB,XGB,Jaccard,1,1.0
Religion,XGB,XGB,Jaccard,2,1.0
Religion,XGB,XGB,Jaccard,3,1.0
Religion,XGB,XGB,Jaccard,4,1.0
Religion,XGB,XGB,Jaccard,5,1.0
Religion,XGB,XGB,Jaccard,6,1.0
Religion,XGB,XGB,Jaccard,7,1.0
Religion,XGB,XGB,Jaccard,8,1.0
Religion,XGB,XGB,Jaccard,9,1.0
Religion,XGB,XGB,Jaccard,10,1.0
Religion,XGB,XGB,Jaccard,11,1.0
Religion,XGB,XGB,Jaccard,12,1.0
Religion,XGB,XGB,Jaccard,13,1.0
Religion,XGB,XGB,Jaccard,14,1.0
Religion,XGB,XGB,Jaccard,15,1.0
Religion,XGB,XGB,Jaccard,16,1.0
Religion,XGB,XGB,Jaccard,17,1.0
Religion,XGB,XGB,Jaccard,18,1.0
Religion,XGB,XGB,Jaccard,19,1.0
Religion,XGB,XGB,Jaccard,20,1.0
Religion,XGB,XGB,Jaccard,21,1.0
Religion,XGB,XGB,Jaccard,22,1.0
Religion,XGB,XGB,Jaccard,23,1.0
Religion,XGB,XGB,Jaccard,24,1.0
Religion,XGB,XGB,Jaccard,25,1.0
Religion,XGB,XGB,Jaccard,26,1.0
Religion,XGB,XGB,Jaccard,27,1.0
Religion,XGB,XGB,Jaccard,28,1.0
Religion,XGB,XGB,Jaccard,29,1.0
Religion,XGB,XGB,Jaccard,30,1.0
Religion,XGB,XGB,RBO,1,1.0
Religion,XGB,XGB,RBO,2,1.0
Religion,XGB,XGB,RBO,3,1.0
Religion,XGB,XGB,RBO,4,1.0
Religion,XGB,XGB,RBO,5,1.0
Religion,XGB,XGB,RBO,6,1.0
Religion,XGB,XGB,RBO,7,1.0
Religion,XGB,XGB,RBO,8,1.0
Religion,XGB,XGB,RBO,9,1.0
Religion,XGB,XGB,RBO,10,1.0
Religion,XGB,XGB,RBO,11,1.0
Religion,XGB,XGB,RBO,12,1.0
Religion,XGB,XGB,RBO,13,1.0
Religion,XGB,XGB,RBO,14,1.0
Religion,XGB,XGB,RBO,15,1.0
Religion,XGB,XGB,RBO,16,1.0
Religion,XGB,XGB,RBO,17,1.0
Religion,XGB,XGB,RBO,18,1.0
Religion,XGB,XGB,RBO,19,1.0
Religion,XGB,XGB,RBO,20,1.0
Religion,XGB,XGB,RBO,21,1.0
Religion,XGB,XGB,RBO,22,1.0
Religion,XGB,XGB,RBO,23,1.0
Religion,XGB,XGB,RBO,24,1.0
Religion,XGB,XGB,RBO,25,1.0
Religion,XGB,XGB,RBO,26,1.0
Religion,XGB,XGB,RBO,27,1.0
Religion,XGB,XGB,RBO,28,1.0
Religion,XGB,XGB,RBO,29,1.0
Religion,XGB,XGB,RBO,30,1.0
Religion,XGB,permutation (MLP),Jaccard,1,0.0
Religion,XGB,permutation (MLP),Jaccard,2,0.0
Religion,XGB,permutation (MLP),Jaccard,3,0.0
Religion,XGB,permutation (MLP),Jaccard,4,0.0
Religion,XGB,permutation (MLP),Jaccard,5,0.0
Religion,XGB,permutation (MLP),Jaccard,6,0.0
Religion,XGB,permutation (MLP),Jaccard,7,0.0
Religion,XGB,permutation (MLP),Jaccard,8,0.0
Religion,XGB,permutation (MLP),Jaccard,9,0.0
Religion,XGB,permutation (MLP),Jaccard,10,0.0
Religion,XGB,permutation (MLP),Jaccard,11,0.023809523809523808
Religion,XGB,permutation (MLP),Jaccard,12,0.021739130434782608
Religion,XGB,permutation (MLP),Jaccard,13,0.06166666666666666
Religion,XGB,permutation (MLP),Jaccard,14,0.05698005698005698
Religion,XGB,permutation (MLP),Jaccard,15,0.05295566502463053
Religion,XGB,permutation (MLP),Jaccard,16,0.049462365591397855
Religion,XGB,permutation (MLP),Jaccard,17,0.04640151515151515
Religion,XGB,permutation (MLP),Jaccard,18,0.043697478991596636
Religion,XGB,permutation (MLP),Jaccard,19,0.04129129129129129
Religion,XGB,permutation (MLP),Jaccard,20,0.039136302294197026
Religion,XGB,permutation (MLP),Jaccard,21,0.03719512195121952
Religion,XGB,permutation (MLP),Jaccard,22,0.035437430786267994
Religion,XGB,permutation (MLP),Jaccard,23,0.03383838383838384
Religion,XGB,permutation (MLP),Jaccard,24,0.032377428307123035
Religion,XGB,permutation (MLP),Jaccard,25,0.031037414965986387
Religion,XGB,permutation (MLP),Jaccard,26,0.02980392156862745
Religion,XGB,permutation (MLP),Jaccard,27,0.028664731494920173
Religion,XGB,permutation (MLP),Jaccard,28,0.027609427609427608
Religion,XGB,permutation (MLP),Jaccard,29,0.02662907268170426
Religion,XGB,permutation (MLP),Jaccard,30,0.025715955581531266
Religion,XGB,permutation (MLP),RBO,1,0.0
Religion,XGB,permutation (MLP),RBO,2,0.0
Religion,XGB,permutation (MLP),RBO,3,0.0
Religion,XGB,permutation (MLP),RBO,4,0.0
Religion,XGB,permutation (MLP),RBO,5,0.0
Religion,XGB,permutation (MLP),RBO,6,0.0
Religion,XGB,permutation (MLP),RBO,7,0.0
Religion,XGB,permutation (MLP),RBO,8,0.0
Religion,XGB,permutation (MLP),RBO,9,0.0
Religion,XGB,permutation (MLP),RBO,10,0.0
Religion,XGB,permutation (MLP),RBO,11,0.004132231404958678
Religion,XGB,permutation (MLP),RBO,12,0.007260101010101011
Religion,XGB,permutation (MLP),RBO,13,0.015577371346602118
Religion,XGB,permutation (MLP),RBO,14,0.02211776318919176
Religion,XGB,permutation (MLP),RBO,15,0.02730991230991231
Religion,XGB,permutation (MLP),RBO,16,0.03146241779054279
Religion,XGB,permutation (MLP),RBO,17,0.0348019987509607
Religion,XGB,permutation (MLP),RBO,18,0.03749818400553695
Religion,XGB,permutation (MLP),RBO,19,0.03967972002740619
Religion,XGB,permutation (MLP),RBO,20,0.04144573402603588
Religion,XGB,permutation (MLP),RBO,21,0.04287348818806139
Religion,XGB,permutation (MLP),RBO,22,0.044023866824141236
Religion,XGB,permutation (MLP),RBO,23,0.04494532441023717
Religion,XGB,permutation (MLP),RBO,24,0.04567676922647729
Religion,XGB,permutation (MLP),RBO,25,0.0462496984574182
Religion,XGB,permutation (MLP),RBO,26,0.046689798812606244
Religion,XGB,permutation (MLP),RBO,27,0.047018160173456225
Religion,XGB,permutation (MLP),RBO,28,0.0472522054733838
Religion,XGB,permutation (MLP),RBO,29,0.04740641004088899
Religion,XGB,permutation (MLP),RBO,30,0.04749286303952603
Religion,permutation (MLP),permutation (MLP),Jaccard,1,1.0
Religion,permutation (MLP),permutation (MLP),Jaccard,2,1.0
Religion,permutation (MLP),permutation (MLP),Jaccard,3,1.0
Religion,permutation (MLP),permutation (MLP),Jaccard,4,1.0
Religion,permutation (MLP),permutation (MLP),Jaccard,5,1.0
Religion,permutation (MLP),permutation (MLP),Jaccard,6,1.0
Religion,permutation (MLP),permutation (MLP),Jaccard,7,1.0
Religion,permutation (MLP),permutation (MLP),Jaccard,8,1.0
Religion,permutation (MLP),permutation (MLP),Jaccard,9,1.0
Religion,permutation (MLP),permutation (MLP),Jaccard,10,1.0
Religion,permutation (MLP),permutation (MLP),Jaccard,11,1.0
Religion,permutation (MLP),permutation (MLP),Jaccard,12,1.0
Religion,permutation (MLP),permutation (MLP),Jaccard,13,1.0
Religion,permutation (MLP),permutation (MLP),Jaccard,14,1.0
Religion,permutation (MLP),permutation (MLP),Jaccard,15,1.0
Religion,permutation (MLP),permutation (MLP),Jaccard,16,1.0
Religion,permutation (MLP),permutation (MLP),Jaccard,17,1.0
Religion,permutation (MLP),permutation (MLP),Jaccard,18,1.0
Religion,permutation (MLP),permutation (MLP),Jaccard,19,1.0
Religion,permutation (MLP),permutation (MLP),Jaccard,20,1.0
Religion,permutation (MLP),permutation (MLP),Jaccard,21,1.0
Religion,permutation (MLP),permutation (MLP),Jaccard,22,1.0
Religion,permutation (MLP),permutation (MLP),Jaccard,23,1.0
Religion,permutation (MLP),permutation (MLP),Jaccard,24,1.0
Religion,permutation (MLP),permutation (MLP),Jaccard,25,1.0
Religion,permutation (MLP),permutation (MLP),Jaccard,26,1.0
Religion,permutation (MLP),permutation (MLP),Jaccard,27,1.0
Religion,permutation (MLP),permutation (MLP),Jaccard,28,1.0
Religion,permutation (MLP),permutation (MLP),Jaccard,29,1.0
Religion,permutation (MLP),permutation (MLP),Jaccard,30,1.0
Religion,permutation (MLP),permutation (MLP),RBO,1,1.0
Religion,permutation (MLP),permutation (MLP),RBO,2,1.0
Religion,permutation (MLP),permutation (MLP),RBO,3,1.0
Religion,permutation (MLP),permutation (MLP),RBO,4,1.0
Religion,permutation (MLP),permutation (MLP),RBO,5,1.0
Religion,permutation (MLP),permutation (MLP),RBO,6,1.0
Religion,permutation (MLP),permutation (MLP),RBO,7,1.0
Religion,permutation (MLP),permutation (MLP),RBO,8,1.0
Religion,permutation (MLP),permutation (MLP),RBO,9,1.0
Religion,permutation (MLP),permutation (MLP),RBO,10,1.0
Religion,permutation (MLP),permutation (MLP),RBO,11,1.0
Religion,permutation (MLP),permutation (MLP),RBO,12,1.0
Religion,permutation (MLP),permutation (MLP),RBO,13,1.0
Religion,permutation (MLP),permutation (MLP),RBO,14,1.0
Religion,permutation (MLP),permutation (MLP),RBO,15,1.0
Religion,permutation (MLP),permutation (MLP),RBO,16,1.0
Religion,permutation (MLP),permutation (MLP),RBO,17,1.0
Religion,permutation (MLP),permutation (MLP),RBO,18,1.0
Religion,permutation (MLP),permutation (MLP),RBO,19,1.0
Religion,permutation (MLP),permutation (MLP),RBO,20,1.0
Religion,permutation (MLP),permutation (MLP),RBO,21,1.0
Religion,permutation (MLP),permutation (MLP),RBO,22,1.0
Religion,permutation (MLP),permutation (MLP),RBO,23,1.0
Religion,permutation (MLP),permutation (MLP),RBO,24,1.0
Religion,permutation (MLP),permutation (MLP),RBO,25,1.0
Religion,permutation (MLP),permutation (MLP),RBO,26,1.0
Religion,permutation (MLP),permutation (MLP),RBO,27,1.0
Religion,permutation (MLP),permutation (MLP),RBO,28,1.0
Religion,permutation (MLP),permutation (MLP),RBO,29,1.0
Religion,permutation (MLP),permutation (MLP),RBO,30,1.0
Spam base,Epsilon-LRP (MLP),Epsilon-LRP (MLP),Jaccard,1,1.0
Spam base,Epsilon-LRP (MLP),Epsilon-LRP (MLP),Jaccard,2,1.0
Spam base,Epsilon-LRP (MLP),Epsilon-LRP (MLP),Jaccard,3,1.0
Spam base,Epsilon-LRP (MLP),Epsilon-LRP (MLP),Jaccard,4,1.0
Spam base,Epsilon-LRP (MLP),Epsilon-LRP (MLP),Jaccard,5,1.0
Spam base,Epsilon-LRP (MLP),Epsilon-LRP (MLP),Jaccard,6,1.0
